2023-05-22 18:45: Experiment log path in: C:\Users\Jesse\Desktop\´ð±ç\Traffic_models\TARGCN_db\model\experiments\PEMS03\20230522184510
2023-05-22 19:39: Train Epoch 28: 120/490 Loss: 13.290753
2023-05-22 19:39: Train Epoch 28: 140/490 Loss: 13.703749
2023-05-22 19:39: Train Epoch 28: 160/490 Loss: 12.543777
2023-05-22 19:40: Train Epoch 28: 180/490 Loss: 12.671128
2023-05-22 19:40: Train Epoch 28: 200/490 Loss: 13.186185
2023-05-22 19:40: Train Epoch 28: 220/490 Loss: 13.593603
2023-05-22 19:40: Train Epoch 28: 240/490 Loss: 13.238414
2023-05-22 19:40: Train Epoch 28: 260/490 Loss: 11.853999
2023-05-22 19:40: Train Epoch 28: 280/490 Loss: 13.918602
2023-05-22 19:40: Train Epoch 28: 300/490 Loss: 13.221066
2023-05-22 19:40: Train Epoch 28: 320/490 Loss: 11.992270
2023-05-22 19:40: Train Epoch 28: 340/490 Loss: 12.980108
2023-05-22 19:40: Train Epoch 28: 360/490 Loss: 12.842890
2023-05-22 19:40: Train Epoch 28: 380/490 Loss: 13.111457
2023-05-22 19:40: Train Epoch 28: 400/490 Loss: 15.289054
2023-05-22 19:40: Train Epoch 28: 420/490 Loss: 14.478579
2023-05-22 19:40: Train Epoch 28: 440/490 Loss: 13.135340
2023-05-22 19:41: Train Epoch 28: 460/490 Loss: 12.742040
2023-05-22 19:41: Train Epoch 28: 480/490 Loss: 13.628539
2023-05-22 19:41: **********Train Epoch 28: averaged Loss: 13.300143, tf_ratio: 1.000000
2023-05-22 19:41: **********Val Epoch 28: average Loss: 14.294492
2023-05-22 19:41: ******Current best model saved:model_para/PEMS03/epoch_28.pth!
2023-05-22 19:41: Train Epoch 29: 0/490 Loss: 13.493338
2023-05-22 19:41: Train Epoch 29: 20/490 Loss: 13.176400
2023-05-22 19:41: Train Epoch 29: 40/490 Loss: 13.533664
2023-05-22 19:41: Train Epoch 29: 60/490 Loss: 13.615575
2023-05-22 19:41: Train Epoch 29: 80/490 Loss: 14.453365
2023-05-22 19:41: Train Epoch 29: 100/490 Loss: 13.204685
2023-05-22 19:41: Train Epoch 29: 120/490 Loss: 13.265167
2023-05-22 19:41: Train Epoch 29: 140/490 Loss: 12.525660
2023-05-22 19:41: Train Epoch 29: 160/490 Loss: 12.882142
2023-05-22 19:41: Train Epoch 29: 180/490 Loss: 12.852207
2023-05-22 19:42: Train Epoch 29: 200/490 Loss: 12.730796
2023-05-22 19:42: Train Epoch 29: 220/490 Loss: 13.404611
2023-05-22 19:42: Train Epoch 29: 240/490 Loss: 13.394254
2023-05-22 19:42: Train Epoch 29: 260/490 Loss: 12.988935
2023-05-22 19:42: Train Epoch 29: 280/490 Loss: 12.990491
2023-05-22 19:42: Train Epoch 29: 300/490 Loss: 13.649721
2023-05-22 19:42: Train Epoch 29: 320/490 Loss: 13.983499
2023-05-22 19:42: Train Epoch 29: 340/490 Loss: 13.314429
2023-05-22 19:42: Train Epoch 29: 360/490 Loss: 13.500712
2023-05-22 19:42: Train Epoch 29: 380/490 Loss: 13.801485
2023-05-22 19:42: Train Epoch 29: 400/490 Loss: 13.198486
2023-05-22 19:42: Train Epoch 29: 420/490 Loss: 13.312418
2023-05-22 19:42: Train Epoch 29: 440/490 Loss: 13.341648
2023-05-22 19:42: Train Epoch 29: 460/490 Loss: 14.773087
2023-05-22 19:43: Train Epoch 29: 480/490 Loss: 14.345145
2023-05-22 19:43: **********Train Epoch 29: averaged Loss: 13.249491, tf_ratio: 1.000000
2023-05-22 19:43: **********Val Epoch 29: average Loss: 14.336307
2023-05-22 19:43: Train Epoch 30: 0/490 Loss: 13.883635
2023-05-22 19:43: Train Epoch 30: 20/490 Loss: 11.489641
2023-05-22 19:43: Train Epoch 30: 40/490 Loss: 12.239231
2023-05-22 19:43: Train Epoch 30: 60/490 Loss: 12.272835
2023-05-22 19:43: Train Epoch 30: 80/490 Loss: 11.410335
2023-05-22 19:43: Train Epoch 30: 100/490 Loss: 12.557978
2023-05-22 19:43: Train Epoch 30: 120/490 Loss: 12.802637
2023-05-22 19:43: Train Epoch 30: 140/490 Loss: 13.659591
2023-05-22 19:43: Train Epoch 30: 160/490 Loss: 14.218952
2023-05-22 19:43: Train Epoch 30: 180/490 Loss: 11.778440
2023-05-22 19:43: Train Epoch 30: 200/490 Loss: 12.893147
2023-05-22 19:44: Train Epoch 30: 220/490 Loss: 14.455482
2023-05-22 19:44: Train Epoch 30: 240/490 Loss: 14.303390
2023-05-22 19:44: Train Epoch 30: 260/490 Loss: 12.273649
2023-05-22 19:44: Train Epoch 30: 280/490 Loss: 11.614579
2023-05-22 19:44: Train Epoch 30: 300/490 Loss: 12.802278
2023-05-22 19:44: Train Epoch 30: 320/490 Loss: 13.858900
2023-05-22 19:44: Train Epoch 30: 340/490 Loss: 11.906611
2023-05-22 19:44: Train Epoch 30: 360/490 Loss: 13.155105
2023-05-22 19:44: Train Epoch 30: 380/490 Loss: 11.728078
2023-05-22 19:44: Train Epoch 30: 400/490 Loss: 12.410980
2023-05-22 19:44: Train Epoch 30: 420/490 Loss: 12.880833
2023-05-22 19:44: Train Epoch 30: 440/490 Loss: 14.963145
2023-05-22 19:44: Train Epoch 30: 460/490 Loss: 13.248807
2023-05-22 19:44: Train Epoch 30: 480/490 Loss: 11.820757
2023-05-22 19:44: **********Train Epoch 30: averaged Loss: 13.216307, tf_ratio: 1.000000
2023-05-22 19:45: **********Val Epoch 30: average Loss: 14.225003
2023-05-22 19:45: ******Current best model saved:model_para/PEMS03/epoch_30.pth!
2023-05-22 19:45: Train Epoch 31: 0/490 Loss: 13.024388
2023-05-22 19:45: Train Epoch 31: 20/490 Loss: 13.564151
2023-05-22 19:45: Train Epoch 31: 40/490 Loss: 14.655057
2023-05-22 19:45: Train Epoch 31: 60/490 Loss: 12.328888
2023-05-22 19:45: Train Epoch 31: 80/490 Loss: 12.771636
2023-05-22 19:45: Train Epoch 31: 100/490 Loss: 13.154545
2023-05-22 19:45: Train Epoch 31: 120/490 Loss: 12.250998
2023-05-22 19:45: Train Epoch 31: 140/490 Loss: 13.536674
2023-05-22 19:45: Train Epoch 31: 160/490 Loss: 14.233843
2023-05-22 19:45: Train Epoch 31: 180/490 Loss: 13.711745
2023-05-22 19:45: Train Epoch 31: 200/490 Loss: 12.970555
2023-05-22 19:46: Train Epoch 31: 220/490 Loss: 13.495091
2023-05-22 19:46: Train Epoch 31: 240/490 Loss: 13.695589
2023-05-22 19:46: Train Epoch 31: 260/490 Loss: 13.701906
2023-05-22 19:46: Train Epoch 31: 280/490 Loss: 12.641993
2023-05-22 19:46: Train Epoch 31: 300/490 Loss: 14.202469
2023-05-22 19:46: Train Epoch 31: 320/490 Loss: 13.340471
2023-05-22 19:46: Train Epoch 31: 340/490 Loss: 13.452929
2023-05-22 19:46: Train Epoch 31: 360/490 Loss: 13.797689
2023-05-22 19:46: Train Epoch 31: 380/490 Loss: 13.578927
2023-05-22 19:46: Train Epoch 31: 400/490 Loss: 13.185740
2023-05-22 19:46: Train Epoch 31: 420/490 Loss: 14.414186
2023-05-22 19:46: Train Epoch 31: 440/490 Loss: 14.007344
2023-05-22 19:46: Train Epoch 31: 460/490 Loss: 14.226074
2023-05-22 19:46: Train Epoch 31: 480/490 Loss: 13.208589
2023-05-22 19:46: **********Train Epoch 31: averaged Loss: 13.209798, tf_ratio: 1.000000
2023-05-22 19:47: **********Val Epoch 31: average Loss: 14.255222
2023-05-22 19:47: Train Epoch 32: 0/490 Loss: 13.243858
2023-05-22 19:47: Train Epoch 32: 20/490 Loss: 13.385935
2023-05-22 19:47: Train Epoch 32: 40/490 Loss: 12.702679
2023-05-22 19:47: Train Epoch 32: 60/490 Loss: 12.332212
2023-05-22 19:47: Train Epoch 32: 80/490 Loss: 14.016263
2023-05-22 19:47: Train Epoch 32: 100/490 Loss: 13.277336
2023-05-22 19:47: Train Epoch 32: 120/490 Loss: 12.903813
2023-05-22 19:47: Train Epoch 32: 140/490 Loss: 13.913715
2023-05-22 19:47: Train Epoch 32: 160/490 Loss: 13.000140
2023-05-22 19:47: Train Epoch 32: 180/490 Loss: 13.333025
2023-05-22 19:47: Train Epoch 32: 200/490 Loss: 11.128245
2023-05-22 19:47: Train Epoch 32: 220/490 Loss: 14.298541
2023-05-22 19:48: Train Epoch 32: 240/490 Loss: 13.070214
2023-05-22 19:48: Train Epoch 32: 260/490 Loss: 12.464175
2023-05-22 19:48: Train Epoch 32: 280/490 Loss: 13.715619
2023-05-22 19:48: Train Epoch 32: 300/490 Loss: 13.300286
2023-05-22 19:48: Train Epoch 32: 320/490 Loss: 12.405520
2023-05-22 19:48: Train Epoch 32: 340/490 Loss: 11.832326
2023-05-22 19:48: Train Epoch 32: 360/490 Loss: 13.743145
2023-05-22 19:48: Train Epoch 32: 380/490 Loss: 14.386120
2023-05-22 19:48: Train Epoch 32: 400/490 Loss: 12.132664
2023-05-22 19:48: Train Epoch 32: 420/490 Loss: 12.461173
2023-05-22 19:48: Train Epoch 32: 440/490 Loss: 13.191718
2023-05-22 19:48: Train Epoch 32: 460/490 Loss: 13.171828
2023-05-22 19:48: Train Epoch 32: 480/490 Loss: 12.715768
2023-05-22 19:48: **********Train Epoch 32: averaged Loss: 13.150500, tf_ratio: 1.000000
2023-05-22 19:49: **********Val Epoch 32: average Loss: 14.219484
2023-05-22 19:49: ******Current best model saved:model_para/PEMS03/epoch_32.pth!
2023-05-22 19:49: Train Epoch 33: 0/490 Loss: 12.082912
2023-05-22 19:49: Train Epoch 33: 20/490 Loss: 14.004444
2023-05-22 19:49: Train Epoch 33: 40/490 Loss: 12.826153
2023-05-22 19:49: Train Epoch 33: 60/490 Loss: 13.245811
2023-05-22 19:49: Train Epoch 33: 80/490 Loss: 13.109173
2023-05-22 19:49: Train Epoch 33: 100/490 Loss: 14.113483
2023-05-22 19:49: Train Epoch 33: 120/490 Loss: 13.606495
2023-05-22 19:49: Train Epoch 33: 140/490 Loss: 13.193035
2023-05-22 19:49: Train Epoch 33: 160/490 Loss: 14.172034
2023-05-22 19:49: Train Epoch 33: 180/490 Loss: 12.816550
2023-05-22 19:49: Train Epoch 33: 200/490 Loss: 12.697358
2023-05-22 19:49: Train Epoch 33: 220/490 Loss: 13.757217
2023-05-22 19:50: Train Epoch 33: 240/490 Loss: 12.792768
2023-05-22 19:50: Train Epoch 33: 260/490 Loss: 13.041810
2023-05-22 19:50: Train Epoch 33: 280/490 Loss: 13.877741
2023-05-22 19:50: Train Epoch 33: 300/490 Loss: 14.085264
2023-05-22 19:50: Train Epoch 33: 320/490 Loss: 12.689568
2023-05-22 19:50: Train Epoch 33: 340/490 Loss: 13.834387
2023-05-22 19:50: Train Epoch 33: 360/490 Loss: 14.124605
2023-05-22 19:50: Train Epoch 33: 380/490 Loss: 13.602918
2023-05-22 19:50: Train Epoch 33: 400/490 Loss: 13.340269
2023-05-22 19:50: Train Epoch 33: 420/490 Loss: 12.824876
2023-05-22 19:50: Train Epoch 33: 440/490 Loss: 12.788022
2023-05-22 19:50: Train Epoch 33: 460/490 Loss: 13.886371
2023-05-22 19:50: Train Epoch 33: 480/490 Loss: 13.422421
2023-05-22 19:50: **********Train Epoch 33: averaged Loss: 13.115742, tf_ratio: 1.000000
2023-05-22 19:51: **********Val Epoch 33: average Loss: 14.339025
2023-05-22 19:51: Train Epoch 34: 0/490 Loss: 13.327095
2023-05-22 19:51: Train Epoch 34: 20/490 Loss: 14.570788
2023-05-22 19:51: Train Epoch 34: 40/490 Loss: 12.157063
2023-05-22 19:51: Train Epoch 34: 60/490 Loss: 12.914067
2023-05-22 19:51: Train Epoch 34: 80/490 Loss: 12.934374
2023-05-22 19:51: Train Epoch 34: 100/490 Loss: 12.895210
2023-05-22 19:51: Train Epoch 34: 120/490 Loss: 13.592857
2023-05-22 19:51: Train Epoch 34: 140/490 Loss: 12.674093
2023-05-22 19:51: Train Epoch 34: 160/490 Loss: 12.654928
2023-05-22 19:51: Train Epoch 34: 180/490 Loss: 13.108977
2023-05-22 19:51: Train Epoch 34: 200/490 Loss: 13.015611
2023-05-22 19:51: Train Epoch 34: 220/490 Loss: 13.984176
2023-05-22 19:51: Train Epoch 34: 240/490 Loss: 11.519027
2023-05-22 19:51: Train Epoch 34: 260/490 Loss: 14.354671
2023-05-22 19:52: Train Epoch 34: 280/490 Loss: 12.802456
2023-05-22 19:52: Train Epoch 34: 300/490 Loss: 13.856091
2023-05-22 19:52: Train Epoch 34: 320/490 Loss: 12.928029
2023-05-22 19:52: Train Epoch 34: 340/490 Loss: 11.975954
2023-05-22 19:52: Train Epoch 34: 360/490 Loss: 13.183604
2023-05-22 19:52: Train Epoch 34: 380/490 Loss: 14.172146
2023-05-22 19:52: Train Epoch 34: 400/490 Loss: 13.645862
2023-05-22 19:52: Train Epoch 34: 420/490 Loss: 14.454556
2023-05-22 19:52: Train Epoch 34: 440/490 Loss: 12.642589
2023-05-22 19:52: Train Epoch 34: 460/490 Loss: 14.491465
2023-05-22 19:52: Train Epoch 34: 480/490 Loss: 12.226514
2023-05-22 19:52: **********Train Epoch 34: averaged Loss: 13.081962, tf_ratio: 1.000000
2023-05-22 19:52: **********Val Epoch 34: average Loss: 14.244585
2023-05-22 19:52: Train Epoch 35: 0/490 Loss: 13.173096
2023-05-22 19:53: Train Epoch 35: 20/490 Loss: 12.943563
2023-05-22 19:53: Train Epoch 35: 40/490 Loss: 12.235473
2023-05-22 19:53: Train Epoch 35: 60/490 Loss: 13.348030
2023-05-22 19:53: Train Epoch 35: 80/490 Loss: 11.867118
2023-05-22 19:53: Train Epoch 35: 100/490 Loss: 12.691130
2023-05-22 19:53: Train Epoch 35: 120/490 Loss: 12.620071
2023-05-22 19:53: Train Epoch 35: 140/490 Loss: 13.391146
2023-05-22 19:53: Train Epoch 35: 160/490 Loss: 13.975842
2023-05-22 19:53: Train Epoch 35: 180/490 Loss: 13.609245
2023-05-22 19:53: Train Epoch 35: 200/490 Loss: 13.545890
2023-05-22 19:53: Train Epoch 35: 220/490 Loss: 13.257535
2023-05-22 19:53: Train Epoch 35: 240/490 Loss: 13.787021
2023-05-22 19:53: Train Epoch 35: 260/490 Loss: 12.715265
2023-05-22 19:53: Train Epoch 35: 280/490 Loss: 13.746414
2023-05-22 19:54: Train Epoch 35: 300/490 Loss: 13.123495
2023-05-22 19:54: Train Epoch 35: 320/490 Loss: 12.242089
2023-05-22 19:54: Train Epoch 35: 340/490 Loss: 14.085968
2023-05-22 19:54: Train Epoch 35: 360/490 Loss: 12.591362
2023-05-22 19:54: Train Epoch 35: 380/490 Loss: 13.172956
2023-05-22 19:54: Train Epoch 35: 400/490 Loss: 13.164603
2023-05-22 19:54: Train Epoch 35: 420/490 Loss: 13.609159
2023-05-22 19:54: Train Epoch 35: 440/490 Loss: 13.906106
2023-05-22 19:54: Train Epoch 35: 460/490 Loss: 13.706324
2023-05-22 19:54: Train Epoch 35: 480/490 Loss: 13.014786
2023-05-22 19:54: **********Train Epoch 35: averaged Loss: 13.094508, tf_ratio: 1.000000
2023-05-22 19:54: **********Val Epoch 35: average Loss: 14.336961
2023-05-22 19:54: Train Epoch 36: 0/490 Loss: 13.840709
2023-05-22 19:54: Train Epoch 36: 20/490 Loss: 12.674795
2023-05-22 19:55: Train Epoch 36: 40/490 Loss: 14.455208
2023-05-22 19:55: Train Epoch 36: 60/490 Loss: 11.904006
2023-05-22 19:55: Train Epoch 36: 80/490 Loss: 13.602616
2023-05-22 19:55: Train Epoch 36: 100/490 Loss: 12.577553
2023-05-22 19:55: Train Epoch 36: 120/490 Loss: 12.368314
2023-05-22 19:55: Train Epoch 36: 140/490 Loss: 12.432712
2023-05-22 19:55: Train Epoch 36: 160/490 Loss: 12.908719
2023-05-22 19:55: Train Epoch 36: 180/490 Loss: 13.184170
2023-05-22 19:55: Train Epoch 36: 200/490 Loss: 14.047473
2023-05-22 19:55: Train Epoch 36: 220/490 Loss: 13.232396
2023-05-22 19:55: Train Epoch 36: 240/490 Loss: 12.425680
2023-05-22 19:55: Train Epoch 36: 260/490 Loss: 13.277346
2023-05-22 19:55: Train Epoch 36: 280/490 Loss: 13.456869
2023-05-22 19:55: Train Epoch 36: 300/490 Loss: 12.879691
2023-05-22 19:56: Train Epoch 36: 320/490 Loss: 11.705273
2023-05-22 19:56: Train Epoch 36: 340/490 Loss: 13.336637
2023-05-22 19:56: Train Epoch 36: 360/490 Loss: 13.543411
2023-05-22 19:56: Train Epoch 36: 380/490 Loss: 13.469552
2023-05-22 19:56: Train Epoch 36: 400/490 Loss: 11.996631
2023-05-22 19:56: Train Epoch 36: 420/490 Loss: 13.530149
2023-05-22 19:56: Train Epoch 36: 440/490 Loss: 13.131931
2023-05-22 19:56: Train Epoch 36: 460/490 Loss: 11.423447
2023-05-22 19:56: Train Epoch 36: 480/490 Loss: 12.813887
2023-05-22 19:56: **********Train Epoch 36: averaged Loss: 13.030219, tf_ratio: 1.000000
2023-05-22 19:56: **********Val Epoch 36: average Loss: 14.168649
2023-05-22 19:56: ******Current best model saved:model_para/PEMS03/epoch_36.pth!
2023-05-22 19:56: Train Epoch 37: 0/490 Loss: 12.948520
2023-05-22 19:56: Train Epoch 37: 20/490 Loss: 13.004642
2023-05-22 19:56: Train Epoch 37: 40/490 Loss: 13.178916
2023-05-22 19:57: Train Epoch 37: 60/490 Loss: 12.060561
2023-05-22 19:57: Train Epoch 37: 80/490 Loss: 14.544016
2023-05-22 19:57: Train Epoch 37: 100/490 Loss: 13.182191
2023-05-22 19:57: Train Epoch 37: 120/490 Loss: 12.252743
2023-05-22 19:57: Train Epoch 37: 140/490 Loss: 12.562624
2023-05-22 19:57: Train Epoch 37: 160/490 Loss: 11.533304
2023-05-22 19:57: Train Epoch 37: 180/490 Loss: 14.044760
2023-05-22 19:57: Train Epoch 37: 200/490 Loss: 12.677252
2023-05-22 19:57: Train Epoch 37: 220/490 Loss: 12.419603
2023-05-22 19:57: Train Epoch 37: 240/490 Loss: 12.930519
2023-05-22 19:57: Train Epoch 37: 260/490 Loss: 14.575608
2023-05-22 19:57: Train Epoch 37: 280/490 Loss: 13.477795
2023-05-22 19:57: Train Epoch 37: 300/490 Loss: 12.979467
2023-05-22 19:57: Train Epoch 37: 320/490 Loss: 13.486322
2023-05-22 19:58: Train Epoch 37: 340/490 Loss: 12.936064
2023-05-22 19:58: Train Epoch 37: 360/490 Loss: 12.087516
2023-05-22 19:58: Train Epoch 37: 380/490 Loss: 13.122284
2023-05-22 19:58: Train Epoch 37: 400/490 Loss: 13.293427
2023-05-22 19:58: Train Epoch 37: 420/490 Loss: 12.731385
2023-05-22 19:58: Train Epoch 37: 440/490 Loss: 12.462211
2023-05-22 19:58: Train Epoch 37: 460/490 Loss: 13.884866
2023-05-22 19:58: Train Epoch 37: 480/490 Loss: 12.548986
2023-05-22 19:58: **********Train Epoch 37: averaged Loss: 13.006539, tf_ratio: 1.000000
2023-05-22 19:58: **********Val Epoch 37: average Loss: 14.172202
2023-05-22 19:58: Train Epoch 38: 0/490 Loss: 13.896309
2023-05-22 19:58: Train Epoch 38: 20/490 Loss: 12.189971
2023-05-22 19:58: Train Epoch 38: 40/490 Loss: 12.035655
2023-05-22 19:58: Train Epoch 38: 60/490 Loss: 13.906328
2023-05-22 19:59: Train Epoch 38: 80/490 Loss: 11.883111
2023-05-22 19:59: Train Epoch 38: 100/490 Loss: 12.589403
2023-05-22 19:59: Train Epoch 38: 120/490 Loss: 14.300918
2023-05-22 19:59: Train Epoch 38: 140/490 Loss: 11.422497
2023-05-22 19:59: Train Epoch 38: 160/490 Loss: 12.525688
2023-05-22 19:59: Train Epoch 38: 180/490 Loss: 13.590470
2023-05-22 19:59: Train Epoch 38: 200/490 Loss: 13.885299
2023-05-22 19:59: Train Epoch 38: 220/490 Loss: 13.309976
2023-05-22 19:59: Train Epoch 38: 240/490 Loss: 12.852820
2023-05-22 19:59: Train Epoch 38: 260/490 Loss: 12.850286
2023-05-22 19:59: Train Epoch 38: 280/490 Loss: 11.115762
2023-05-22 19:59: Train Epoch 38: 300/490 Loss: 12.083406
2023-05-22 19:59: Train Epoch 38: 320/490 Loss: 12.886194
2023-05-22 19:59: Train Epoch 38: 340/490 Loss: 12.878031
2023-05-22 20:00: Train Epoch 38: 360/490 Loss: 11.053389
2023-05-22 20:00: Train Epoch 38: 380/490 Loss: 12.728569
2023-05-22 20:00: Train Epoch 38: 400/490 Loss: 12.227184
2023-05-22 20:00: Train Epoch 38: 420/490 Loss: 11.943891
2023-05-22 20:00: Train Epoch 38: 440/490 Loss: 12.603806
2023-05-22 20:00: Train Epoch 38: 460/490 Loss: 12.721355
2023-05-22 20:00: Train Epoch 38: 480/490 Loss: 12.913515
2023-05-22 20:00: **********Train Epoch 38: averaged Loss: 12.987464, tf_ratio: 1.000000
2023-05-22 20:00: **********Val Epoch 38: average Loss: 14.337405
2023-05-22 20:00: Train Epoch 39: 0/490 Loss: 13.036090
2023-05-22 20:00: Train Epoch 39: 20/490 Loss: 12.824721
2023-05-22 20:00: Train Epoch 39: 40/490 Loss: 12.765212
2023-05-22 20:00: Train Epoch 39: 60/490 Loss: 12.788160
2023-05-22 20:01: Train Epoch 39: 80/490 Loss: 12.447722
2023-05-22 20:01: Train Epoch 39: 100/490 Loss: 13.297439
2023-05-22 20:01: Train Epoch 39: 120/490 Loss: 12.806467
2023-05-22 20:01: Train Epoch 39: 140/490 Loss: 13.473674
2023-05-22 20:01: Train Epoch 39: 160/490 Loss: 12.049145
2023-05-22 20:01: Train Epoch 39: 180/490 Loss: 12.160437
2023-05-22 20:01: Train Epoch 39: 200/490 Loss: 14.437419
2023-05-22 20:01: Train Epoch 39: 220/490 Loss: 12.642157
2023-05-22 20:01: Train Epoch 39: 240/490 Loss: 13.074232
2023-05-22 20:01: Train Epoch 39: 260/490 Loss: 13.166819
2023-05-22 20:01: Train Epoch 39: 280/490 Loss: 12.127822
2023-05-22 20:01: Train Epoch 39: 300/490 Loss: 13.479671
2023-05-22 20:01: Train Epoch 39: 320/490 Loss: 11.301286
2023-05-22 20:01: Train Epoch 39: 340/490 Loss: 12.770931
2023-05-22 20:02: Train Epoch 39: 360/490 Loss: 12.618502
2023-05-22 20:02: Train Epoch 39: 380/490 Loss: 12.578270
2023-05-22 20:02: Train Epoch 39: 400/490 Loss: 13.416908
2023-05-22 20:02: Train Epoch 39: 420/490 Loss: 13.666091
2023-05-22 20:02: Train Epoch 39: 440/490 Loss: 11.843131
2023-05-22 20:02: Train Epoch 39: 460/490 Loss: 12.776235
2023-05-22 20:02: Train Epoch 39: 480/490 Loss: 12.522944
2023-05-22 20:02: **********Train Epoch 39: averaged Loss: 12.946549, tf_ratio: 1.000000
2023-05-22 20:02: **********Val Epoch 39: average Loss: 14.242114
2023-05-22 20:02: Train Epoch 40: 0/490 Loss: 13.737785
2023-05-22 20:02: Train Epoch 40: 20/490 Loss: 13.628516
2023-05-22 20:02: Train Epoch 40: 40/490 Loss: 13.865639
2023-05-22 20:02: Train Epoch 40: 60/490 Loss: 12.386580
2023-05-22 20:02: Train Epoch 40: 80/490 Loss: 12.239307
2023-05-22 20:03: Train Epoch 40: 100/490 Loss: 13.765120
2023-05-22 20:03: Train Epoch 40: 120/490 Loss: 13.313268
2023-05-22 20:03: Train Epoch 40: 140/490 Loss: 14.206652
2023-05-22 20:03: Train Epoch 40: 160/490 Loss: 12.804038
2023-05-22 20:03: Train Epoch 40: 180/490 Loss: 14.087823
2023-05-22 20:03: Train Epoch 40: 200/490 Loss: 11.731387
2023-05-22 20:03: Train Epoch 40: 220/490 Loss: 11.684755
2023-05-22 20:03: Train Epoch 40: 240/490 Loss: 12.101849
2023-05-22 20:03: Train Epoch 40: 260/490 Loss: 13.160291
2023-05-22 20:03: Train Epoch 40: 280/490 Loss: 12.753671
2023-05-22 20:03: Train Epoch 40: 300/490 Loss: 13.483560
2023-05-22 20:03: Train Epoch 40: 320/490 Loss: 12.405853
2023-05-22 20:03: Train Epoch 40: 340/490 Loss: 12.989722
2023-05-22 20:03: Train Epoch 40: 360/490 Loss: 12.216293
2023-05-22 20:04: Train Epoch 40: 380/490 Loss: 13.525873
2023-05-22 20:04: Train Epoch 40: 400/490 Loss: 13.011910
2023-05-22 20:04: Train Epoch 40: 420/490 Loss: 12.777552
2023-05-22 20:04: Train Epoch 40: 440/490 Loss: 14.017171
2023-05-22 20:04: Train Epoch 40: 460/490 Loss: 12.578118
2023-05-22 20:04: Train Epoch 40: 480/490 Loss: 14.179489
2023-05-22 20:04: **********Train Epoch 40: averaged Loss: 12.918612, tf_ratio: 1.000000
2023-05-22 20:04: **********Val Epoch 40: average Loss: 14.207328
2023-05-22 20:04: Train Epoch 41: 0/490 Loss: 12.189833
2023-05-22 20:04: Train Epoch 41: 20/490 Loss: 12.350415
2023-05-22 20:04: Train Epoch 41: 40/490 Loss: 13.743346
2023-05-22 20:04: Train Epoch 41: 60/490 Loss: 13.186187
2023-05-22 20:04: Train Epoch 41: 80/490 Loss: 14.196692
2023-05-22 20:04: Train Epoch 41: 100/490 Loss: 11.991439
2023-05-22 20:05: Train Epoch 41: 120/490 Loss: 12.337322
2023-05-22 20:05: Train Epoch 41: 140/490 Loss: 13.212262
2023-05-22 20:05: Train Epoch 41: 160/490 Loss: 11.970377
2023-05-22 20:05: Train Epoch 41: 180/490 Loss: 13.271557
2023-05-22 20:05: Train Epoch 41: 200/490 Loss: 12.530495
2023-05-22 20:05: Train Epoch 41: 220/490 Loss: 12.796340
2023-05-22 20:05: Train Epoch 41: 240/490 Loss: 13.530169
2023-05-22 20:05: Train Epoch 41: 260/490 Loss: 13.204267
2023-05-22 20:05: Train Epoch 41: 280/490 Loss: 13.509741
2023-05-22 20:05: Train Epoch 41: 300/490 Loss: 14.913678
2023-05-22 20:05: Train Epoch 41: 320/490 Loss: 13.760704
2023-05-22 20:05: Train Epoch 41: 340/490 Loss: 13.065456
2023-05-22 20:05: Train Epoch 41: 360/490 Loss: 12.517740
2023-05-22 20:05: Train Epoch 41: 380/490 Loss: 12.920474
2023-05-22 20:06: Train Epoch 41: 400/490 Loss: 13.214971
2023-05-22 20:06: Train Epoch 41: 420/490 Loss: 13.163176
2023-05-22 20:06: Train Epoch 41: 440/490 Loss: 12.116750
2023-05-22 20:06: Train Epoch 41: 460/490 Loss: 14.147014
2023-05-22 20:06: Train Epoch 41: 480/490 Loss: 11.346147
2023-05-22 20:06: **********Train Epoch 41: averaged Loss: 12.899734, tf_ratio: 1.000000
2023-05-22 20:06: **********Val Epoch 41: average Loss: 14.151877
2023-05-22 20:06: ******Current best model saved:model_para/PEMS03/epoch_41.pth!
2023-05-22 20:06: Train Epoch 42: 0/490 Loss: 13.627355
2023-05-22 20:06: Train Epoch 42: 20/490 Loss: 12.579401
2023-05-22 20:06: Train Epoch 42: 40/490 Loss: 12.260500
2023-05-22 20:06: Train Epoch 42: 60/490 Loss: 13.774981
2023-05-22 20:06: Train Epoch 42: 80/490 Loss: 12.956390
2023-05-22 20:06: Train Epoch 42: 100/490 Loss: 13.000380
2023-05-22 20:07: Train Epoch 42: 120/490 Loss: 11.881688
2023-05-22 20:07: Train Epoch 42: 140/490 Loss: 12.935493
2023-05-22 20:07: Train Epoch 42: 160/490 Loss: 13.324682
2023-05-22 20:07: Train Epoch 42: 180/490 Loss: 13.297927
2023-05-22 20:07: Train Epoch 42: 200/490 Loss: 13.966594
2023-05-22 20:07: Train Epoch 42: 220/490 Loss: 13.263590
2023-05-22 20:07: Train Epoch 42: 240/490 Loss: 11.263191
2023-05-22 20:07: Train Epoch 42: 260/490 Loss: 12.061163
2023-05-22 20:07: Train Epoch 42: 280/490 Loss: 13.245178
